,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145
3987,조선,혼,조선,사람,마음,조선,혼,조선,사람,마음,어대,캐,왓,슴,닛가,씨,북방,묘향산,박달나무,리밋,해서,캐,왓,담,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3988,조소,두터운,이불,포개,덮,아직,추운,겨울,밤,언,길,밟,장돌림,봇짐장수,재,너머,마을,저자,보,중얼거리,헐떡이,숨결,보,비웃,지난다,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3989,조약돌,조약돌,글,글,혼,조각,러뇨,알,피에로,설음,첫길,고달픈,청,제비,푸념,겨운,줄,댐,꾀,집,아즉,붉,오르,피,맺혀,비,날리,이국,거리,탄식,헤매,노나,조약돌,글,글,혼,조각,러뇨,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3990,조이,마음,해,낳,으려,그러,한지,새벽,하늘,괴,뤄,뵌다,울멍울멍,울상,으예,낳,으려,인지,마음,부대끼,낳,대도,핸,아닐,어둠,속,태어나,어둠,속,자랐,거니,남,날,밝,못하,못,보,고충,맹어,밤,낮,올빼미,일,없,양,살아가,죄,마음,부질없,밝,빛,환한,얼굴,아프,그리,웁,한국,시인,전집,1955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3991,큰,익종,대왕,큰,시,바드,시니어,즈,버다,시본,듯,여이다,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3992,조찬,해,살,피,이윽한,후,머흘,머흘,골,옮기,구름,길경,꽃봉오리,흔들려,씻기우,차돌,촉,촉,죽순,돋,듯,물,소리,시리,앉음새,갈,히,양지,쪽,쪼그리,서러운,새,흰,밥알,쫏,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3993,ㅣ,브,믜,단말,효종,대왕,ㅣ,브,믜,단말,뷔,단말,가이어,듸,가단,말,가을,못,슬,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3994,조춘,이른,봄,적,언덕,쌓인,눈,저어,마소,아무리,차,다기로,돋,엄,봄옷,새로,가신,님,보내,고저,새,봄,오단,말,가매,화,물,보,눈바람,막힌,길,오단,말,가매,화,말,없,봉오리,맺,123,봄,동산,눈,녹,꽃,뿌리,적시,찬바람,못,견대,엽,분,꽃나무,야간,겨울,나리,눈,봄,사도,니라,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3995,조형,미전,소감,여러,개,미술,단체,아직,간판,걸,가장,늦,조직,성원,어서,가장,정예,작가,많,단체,먼저,발표회,갖,주목,할,일,회장,공기,대체로,탁하,좁,장소,많,작품,걸,군색,느낌,으나,높이,말,이러,조건,헤아리,않,발표회,가진,열의,반갑,옳,말,나열,주의,다분히,많,이러,의미,생각,작가,작품,소품,소홀히,생각,단,적,증거,성실,다각,싶,모든,혼란,속,유독,회화,청정,고매,위치,기,어려울,일수록,요청,아무것,사람,작가,기왕,만들,놓,폼,그것,지키,기,급급,다면,완전히,비참,일,의미,유수,멤버,어떠,사정,의하,서든,간,발표,작품,구작,생,자연,초창기,회원,모으,자니까,그렇,혹간,중학생,도화,느낌,주,으나,대체로,낙담,않,그대로,내일,찾,수,까닭,일,선의,무지,일망정,힘찬,찾,으려고,세기,초두,낭만주의,19,져온,작가,고전,재,인식,골동품,필요,단념
3996,좁,길가,무덤,좁,길가,무덤,이슬,젖,우며,밤,새,인다,사라져,별,오리,뫼,아래,누워서,희미,별,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3997,좁,하늘,하늘,좁,하늘,새,날아온,다윗,처마,아랫,처마,사이,발,하늘,날씬,몸,새,날아온다,혹,날아오,다이,내,노나,사라지,그림자,사라지,그림자,자취,없이,사라지,그림자,모든,사라지,그림자,헛될,새,한가로이,지나가,노나,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3998,종만,생영,신음,어드메,간직,기,항상,돌아앉,밤,지키,새우,무거이,드리운,침묵,어네,존엄,뉘,깨뜨리,드뇨,권력,두드려,목메인,오열,자아내,드뇨,권력,어든,살,으라,영어,물,진,살,어든,권력,어든,아깝,않,살,저미,자유,그림자,크,드뇨,그것,영원히,역사,유실물,드뇨,한아름,공허,여아,어루만지,느뇨,무거이,드리운,인종,동혈,깊,의지,속,민족,감내,살,모든,요란,법,거부,내,간,뒤,민족,으리니,스스로,울리,자유,기다리,내,간,뒤,신음,들리,리니,파누,소리,없이,치,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3999,종가,돌담,튼튼히,가려,놓,집안,검,기와집,종가,살,충충,울,속,거미,알,터지,듯,흩어져,나가,집,지손,싸우,찢,헤어져,나가,오래,집,광영,지키,주,신주,대머리,곰팡이,도록,알리,지지,않,종가,무기,처럼,애끼,제삿날,갑자기,높,제상,우,날름,히,올라앉,는다,큰,집,큰,아들,식구,살,제삿날,제사,지내,사람,오조,할머니,아들,며느리,손자,손주,며느리,칠촌,팔촌,한테,얼리,닝닝,시집갔,쫓겨온,작은딸,부가,온,큰,고모,손가락,빨,구경,이종언,이종오,빠,한참,쩡쩡,울리,옛날,오조,할머니,집,동원,뒷,밥,먹,왔,오조,할머니,시아,버니,남편,동네,백성,곧잘,잡아들여,모말,굴림,시키,주릿대,앵기,지금,종가,뒤란,중복사,나무,밑,대구리,빤들빤들,달걀귀신,융,융,거린다는,마을,풍설,종가,사,사람,아무,일,안,해도,지내,왔었,대대손손,아무런,재주,물리,받,못하,종가,집,영감,님,근시,안경
4000,종달새,저작,1936,년,20,광명,중,4,03,월,종달새,이른,봄날,질,디,진,거리,뒷골목,싫,명랑,봄,하늘,가벼운,두,나래,펴,요염,봄노래,좋,날,구멍,뚫린,구두,끌,훌렁훌렁,뒷거리,길,고기,새끼,헤매,나니,나래,노래,없,음,가슴,답답,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4001,종달새,삼,동내,얼,나온,종달새,지리,지리,지리,웨,저리,놀려,누,어머니,없이,자란,종달새,지리,지리,지리,웨,저리,놀려,누,해,바른,봄날,한종일,두,모래톱,홀로,놀,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4002,새,새,노래,종달새,노래,비비,종종,비비,종종,봄,왔,노래,새,새,노래,종달새,노래,비비,종종,비비,종종,진달래꽃,노래,종달새,노래,서덕출,1934,3,21,원고,뭉치,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4003,종달새,말,하날,간대,우지지,종달새,말,간밤,이슬,맞,꿈꾸,얘기,래요,바람,몸,싫,비오,길,날러,조롱조롱,다린,별,맛나,온,얘기,래요,앉,우지지,종달새,말,물,캐,시골,색시,위로,말,래요,큰일,시든,님,봄,소식,없,비비,배배,슬픈,마음,위로,말,래요,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4004,종,달,봄,여요,비비,비,봄,여요,봄,종달,수,없,비,비비,울,하늘,비비,비,날,비,비비,울,날,구름,속,비,비비,울,울,사라진다,푸른,보,싶,푸른,샘,보,싶,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4005,종렬,구름,속,달,별도,먼,나라,스럼,길,구름,속,달,자꾸,어두워졌,별도,쓰러지,먼,나라,화려,감옥,문,그림자,숨,불시,타오르,파란,연기,속,감옥,또렷,멀,져,선가,피,새,울음,들려오,달무리,속,달,구름,세상,얼음,양,그대로,희,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4006,종말,생애,끝마칠,임종,존엄,앞두,정치가,회색,양복,입,교수,물가,지수,논의,불안,샹들리에,아래,웃,피로,인생,지나,벽,처럼,우수수,무너진다,유형,종말,목표,지향,숨,가쁜,호흡,끊기,않,의식,죄수,밝,질,뿐,밤,장미,꺾,으러,금단,계곡,내려가,동란,겪,인간,처럼,온,손가락,피,물들이,암흑,덮,주,월광,가리키,쫓,꿈,그림자,말,지옥,밀려나간,운명,패배자,다시,돌아올,수,없,처녀,손,장갑,구름,의상,더럽힌,입술,유행가,구절,새벽녘,싸늘,피부,육체,마주칠,노래,노래,멈춘,내,죽음,막,오를,생애,끝마칠,최후,주변,양주,값,구두,값,책값,들어갈,관,값,청산,달,사회,예절,언어,확실히,체득,달려든,지난날,친우,정치가,회색,양복,입,교수,부고,죽,수,없,옛,현재,변함,없,상단,보도,어제,물가,시세,보,세,사람,논의,시절,모든,천,배,앙등,알,허나,봄,수목,다시
4007,종,소리,울렸,종소리,그것,기쁨,전하,항거,몸짓,힘차,울렸,종소리,크나큰,종,바다,은데,상기,새겨진,하늘,시악,시,온몸,업화,싸여,몸부림치,울리,울리,태고,서부터,나려오,여운,울렸,종소리,젊,으디,젊,꿈,처럼,외치,마음,울면,종소리,으련마는,스스로,죄,사람,내닫,않,시인,꿈꾸,사람,젊음,바램,갔,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4008,종시,저작,1941,년,25,연전,44,제작,시기,추정,임,발표,1948,년,32,3,주기,1112,월,호,신천지,종점,시점,다시,시점,종점,아침,저녁,자국,밟,자국,밟,연유,일찍이,서산대사,살,듯,우거진,송림,속,덩그러,시,살림집,외따로,뿐,으나,식구,굉장,어서,지붕,밑,팔,사투리,죄다,만큼,모만,일,강심장,여인,불의,침입,다면,호기심,저윽,자아,내,방아,놓,미끈,장정,욱실욱실,곳,법령,없,으나,여인,금납,구,새로운,화제,생기,곤,이렇,듯,수도,생활,소라,속,처럼,안도,사건,이란,언제나,큰,동기,작,많,발작,동숙,친구,친구,문,안,들어가,차,낭비,기,위하,눈,온,날,친구,찾,들어와서,대화,자네,보,집,귀신,려나,조용,공부,기,키나,좋,잖은가,책장,뒤적뒤적,공분,줄,나전,차간,내다볼,수,광경,정거장,맛볼,수,광경,다시,기차,속,대할,수,모든,일
4009,종형,주부,음,오월,십,일,수원,운,십,삼,일,가신,창황,작년,걸음,하직,못,햇,그런,영결,기,천만,뜻,햇,소리,문중,단,분,어른,난,뫼시,불,밤잠,몃,해,런가,늣,도록,보,책,자리,밋,헤,못,려는,느,냐,시,큰아이,제주,밧,겻,둘,셋,재진,해,부산,이리저리,헤진,지도,모르,시,타향,외로,히,눈,감,으시,미발표,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4010,죠고마,슬픔,아아,여분,그대,그대,일음,더욱,아름답,안,은가,열,일곱,봄,마지하,시절,우,그대,마음,수노,아주,온갓,미,두,억,개,다복,메,노니,그러,믜,느,젓,찬바람,귀,밋,스,처지,나가,그대,고요히,봉사,노니,이하,압흔,마음,하늘,울,을러,노래,부르,노니,덧없,인생,쓸,봄,빗이,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4011,년,작,출전,청포,범,조사,1943,해설,김명균,사빈,서원,1964,술,흥겨워서,주,기,시정,둘,할,견우,성,처음,달,난간,담겼,하늘,끝,만리,뜻,으나,늙,바위,갠,노을,한기,느끼,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
