,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145
3961,제비,나니,지난해,구월,구,일,봄,따라간,곳,강남땅,바다,멀리,아득,나라,겨울,진,푸른,하늘,구름,타,고서,환고향,손,님,아아,기특,해,가지,그네,휘영청,뛸,바람,탄,나래,날,나르,조그만,주,덩이,노래,부르,옛,님,시,맞이,검,구름,우,꿈,쩍,않,푸른,물,파도,쳐도,예사,길,온다면,마는,내,사랑,님,봄꽃,소식,듣,신다,누나,1934,년,월,일,293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3962,제비,여제,비,나라,듸,메냐,제비,태양,겻,갓,가운,봄,한울,제비,집,듸,멘,제비,일정,집,업,세계,우주,집,새,곳,세계,새,우주,새,제비,그럴,진,댄,인간,집,추녀,밋,맨드,족,으만,진흙,보금자리,제비,놋,장소,제비,그대,아버지,어머니,제비,아버지,지구,아버지,태양,어머니,봄,혼,난풍,미풍,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3963,석,뾰죽,냐,뭉툭,냐,해,끝,뵈,않,는다구,석,더듬,봐도,붉,푸르,냐,해,첫머리,뵈,않,는다구,석,더듬,봐도,방앗간,우물,안,외양간,뒷간,부엌,촛불,낮,밝,건마는,가묘,마당,북두성,바라보,신,할아버지,예언,신다,명년,풍년,비,잦,새까만,세월,큰,물결,소리,없이,흘러가,강물,처럼,흘러가,다적,두,멧,마을,덮,어서,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3964,제신,분노,이스라엘,처녀,넘어졌,넘어진,사람,다시,일어나,못하,리니,조국,저버림,받,아름다운,사람,더러운,조국,이제,그대,일으킬,사람,없,구약,아모스,장,절,25,하늘,소리,선지자,예레미야,써,기록,였으되,유대,왕,키,십,년,데브,카드,레자,자리,오르,이방,바빌론,군대,바야흐로,예루살렘,포위,이스라엘,기둥,썩,인민,의롭,못한,까닭,지도자,옥,가둔,소치,소리,일렀,으되,하늘,일찍,이내,꿀,젖,흐르,복지,살,고저,애급,땅,거느리,떠나,광야,헤매,기,삼,십,육,년,이슬,뿌리,삼키,다아,모라,기름진,땅,기약,어늘,이제,권세,이방,사람,앞,무릎,꿇,고은,받,정의,팔,켤레,신발,얻,신기,위하,형제,옥,넣,에돔,내어주,내,흔하,쌀,베풀,깨끗,이빨,주,거늘,어찌하,동족,살,깨무,동생,목,칼,가자,무리,배고파,견디,못하,쓰러진,가난,사람,허리,밟,지나가,다마스,커스,무리,아네,어질
3965,제운,밤,촛불,찌르르,녹,버린다,못,견디,무거운,별,떨어지,어둑,골목골목,수심,떴,갈앉,제운,밤,밤,모질,기,온가,희부연,종이,불,수줍,걸음걸이,샘물,정히,떠,붓,안쓰러운,마음결,해,기리,운,정,ㅎ,쌓,흰,그릇,그대,밤,맑,으라,비,사이다,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3966,송,사람,오늘,밤,위대,생각,호흡,을가,침실,오늘,밤,새로운,기도,드리워,을가,제야,일,사람,가슴,새로운,모닥불,퍼붓,는다,전패,지나간,일,년,생각,승리,과거,해,돌아,보,아아,지금,명상,으리라,해,찾,제야,밤,밤,뜻깊,무리,숨결,담,제야,거륵,함,본다,오늘,밤,이렇게,찾,온,제야,지금,내,가슴,새로운,불길,부처,주,거니,이제,지나,이제,반일,안,새로운,살림,수,빛,삶,찾,새,출발,수,다아아,기쁘,가슴,뛰,사실,제야,품,끝,없,요람,깃,므른,영원,히,싱싱,삶,이렇게,얹,기다려,보,출전,바다,묘망,시인,춘,추사,1938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3967,혼,그이,차저,가게,몸,그이,산,넘,물,멀리,갈,워,스나,혼,날,몃,번,식,그이,차저,가게,그이,압,퍼,마음,상처,겻,흘,차저,가게,그이,누어,알,쓰라린,마음,간호,해,드리,기,위,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3968,제이,사랑,님,번,사귀,두,번,사귈,외다,번,사귄,후,두,번,사귈,순간,벌써,님,님,외다,따스,호흡,정적,환,망,그림,보,예민,혈기,순환,길,막혀,집니다,님,꿈,실현,그것,외다,삶,괴로움,님,없,한갓,서투른,장난,외다,사랑,괴로움,여윈,몸,제일,사랑,어쩔,망정,제이,사랑,님,이란,썩,새끼,외,다우,주,님,위하,인간,삶,위하,세,살,먹,걸음,걷,우주,인생,님,라면,인생,우주,여신,외다,그러,님,란,지구,걸린,연이,할까요,193115,년,월,일,원,당,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3969,제주,돗,말,권태응,짐,가뜩,싣,고서,제주,돗,말,허덕허덕,마차,끌,눈,얼음,얼,붙,돌자갈,길,한참,가단,못,마차,임,잔,성,때리,소리소리,질러도,끌,못하,짐,원체,벅찬,걸,힘,부치,걸,때리,기,한다고,간단,말,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3970,고독,7,심야,감상,쓸데없,생각,잠,이루,못하,가끔,책상,뒤,적,밤,늦,흔히,기적,소리,듣,는다,불현듯,멀리,여행,떠나,싶,생각,오늘,저녁,뿐,밤차,주,인상,이란,아직,내게는,명료,차,속,사람,식당차,들어가,구석,앉,진한,커피,차,마시,좋,으려니와,잠자,사이,밤차,어느덧,아침,도시,통할,냐,내,몹시,무료,고독,속,갇히,기적,소리,듣,몹시,반가워,기꺼워한,혹여나,차,쇠잔,몽상,싣,내,일찍이,보,못한,아침,도시,닿,으리라는,가벼운,애상,을까,독실,정열,이러,구절,무한히,정신,세계,여로,거쳐온,거리,무수,누누이,고독,피하,항상,나라,떠나,언,상처,짊,졌었,정신,몹시,피곤,했으며,실망,가지,다시,돌아온,곳,이란,고향,고독,비,애도,나누,이야기,자면,애상,가장,고독,가차와,질,수,아닐까,고독,황량,광야,으면서,능히,귀족,적,냉대,잃,않,으나,급기야,고독,속,헤어나,못한
3971,호,새,모성애,가진,제호,새,어린,새끼,먹여,기르,천신만고,무릎,쓸,먹일,찾아다니,모이,주머니,잔뜩,넣,가지,집,찾아가,어린,새끼,차,레차,레,먹이,모성애,사람,새,사랑,으오,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3972,접동새,김소월,진두,강,가람,살,누나,접,동접,동아,우래,비,접,동진,두강,앞,마을,와서,웁,옛날,나라,먼,뒤쪽,진두,강,가람,살,누나,의붓어미,시샘,죽,누나,불러,보,불설워,시샘,몸,죽,누나,죽,어서,접동새,아웁,남아,오랍동생,죽,어서,못,잊,차마,못,잊,야삼경,남,자는,밤,깊,산,산,옮,슬피,웁,배재,2,호,19233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3973,조학,병,약소민족,해방,만세,인민공화국,만세,백색,테러,모진,탄환,젊,숨,끊,그대,장열,마지막,규호,뜨거운,피,붉,심장,마지막,끓,부르짖,유언,다오,그대,다시,못,부르,분노,찬,입술,악물,약소민족,해방,만세,인민공화국,만세,다시,부르,리라,수많,그대,동지,조선,사랑,백만,대중,연달,부르,리라,자꾸자꾸,부르,리라,약소민족,해방,만세,인민,공화국,세,행복,스러,일본,놈,전장,속,일본,놈,위해,개,처럼,죽,않,그대,조선,민족,위해,싸우,조선,땅,북악산,앞마당,죽,대참,행복,스러,약소민족,해방,만세,인민공화국,만세,부르,죽,대길,평안,여라,젊,영령,학병,1946,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3974,조각,반달,창공,건,조각,반달,넘,솔새,잠길,몸,비치,님,얼,골,듯,그만,사,바려,꿈,갓,흔,달,떠,면은,시커,문,밤,몰,녀,오구,요그,님,얼,골,사라지,면은,외롭,설음,소사,올,달,지고,님,간,후,모든,어둠,설음,뿐,달,당신,영원,히,바리,렴,니까,님,당신,다시,안,시,렵니까,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3975,조개껍질,저작,1935,년,19,숭실,중,3,12,월,아롱아롱,조개껍데기,울,언니,바닷가,주,온,조개껍데기,여긴,여긴,북쪽,나라,조개,귀여운,선물,장난감,조개껍데기,데굴데굴,굴리,놀,짝,잃,조개껍데기,짝,그리워하,아롱아롱,조개껍데기,처럼,그리워,물소리,바닷물,소리,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3976,조,개,비,뜨거운,모래,벌,하로,종일,헤매,주워,넣,어두운,저녁,저자,소년,모조리,던져,버렸,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3977,조그만,정거장,땍볕,채송화,영악,스럽,코스모스,외로운,조그만,정거장,수건,쓴,능금,장수,여인,말,거세,없,서글펐,젊,양주,데리,나간,빨간,양복,사내,애기,외가,엘,간다고,좋,뛰,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3978,조로,화,몽,1,탄실,단꿈,깨뜨리,서어,함,두,뺨,고요히,굴러,내려가,눈물,두,주먹,씻,백설,침의,몸,감,어깨,위,양모,두텁,직조,흰,숄,걸치,십자가,초혜,신고,후원,이슬,맺힌,잔디,위,창랑,히,걸어간다,산뜩산뜩,맨발,감각,파초,그늘,아래,어깨,걸쳤,잔디,위,펴,앉,장미화,단,향기,깊이,깊이,호흡,환상,그리,동편,담,아래,두,그루,장미화,어제,오늘,반개,이슬,머금,미,흰,대로,희,붉,아연히,피,아직,세상,못,본,무구,용자,아침,바람,더욱,연연히,동경,노래,자옥,향기,몽롱,히,졸,으매,아아,파도,잔잔,희롱,들린다,상냥,물결,게임,실,물으매,찰싹찰싹,웃,으면서,파로,멀리,사라지,신,임,이여,지금,곳,금년,월,절,5,돌아와,만물,희희,다마,지난날,미쁘,신,언약,지난,천만,없,영원,시,임,시,감히,저버리,리까,마는,거문고,줄,끊,나이다,눈물
3979,조부모,님,묘,찾,죽음,삶,죽음,삶,삶,탓,죽음,란,어든,인생,꿈,울,기뻐하,삶,길,길,라면,죽음,길,길,일,정,란,가로막,아두,가지,길을,가려,놨,집,산,사람,고산,죽음,묻,나니,아름다운,산,죽음,띠,니까,무섭,뵈,는구나,죽음,이름,발한,꽃,나비,놀,여름비,시들,버리,봄,속절없이,인생,각기,죽음,폭탄,가지,생명,도화선,세월,병,불,타들,간다,위태,함,알,끌,수,없,창조,신,일망정,못,꺼,주,다남산,너머,가신,조부모,님,자취,더듬,옛날,얼굴,가슴,그리,걸어갔었,걸음,두,걸음,솟,내,맘,이승,저승,느낌,땅,뭇,물건,가을,왔,기,죽이,하늘,우,떠나,새,구름,내,맘,비장,표정,가졌었,꿈,꿈,걸,나가,길,길,우,죽,육체,남,영혼,울,갔,그것,일생,애달픈,중,맞추,버린,쓰라린,생애,돌보,황토,산,우에
3980,조사,환산,윤재,선생,드리,노래,하늘가,거닐,으시,이렇,모이,어쩔,수,없이,영혼,믿,싶,살,생전,다시,이리,억울,주검,흔하,죽,영혼,믿,싶,억울,남,으라,이루,못한,손,쥐,으라,선생,억울,선생,영혼,남,으라,선생,손,따뜻이,잡,시,행여,으실까,이렇게,모인,겨레,음성,일진대,그렇,소중히,시,겨레,말,다시,이렇게,혀,굳,겨레,음성,일진대,행여,알아들,으실까,오래간만,모이,기,피,비,내릴,하늘,일지,혀,하늘,차운,냉가슴,타,부화,돌아앉,그림자,몸부림치,그림자,살피,시,말씀,으시,선생,배,진정,고프,시,선생,진정,배고픈,가벼이,시,뒤축,물러앉,편리,화,끄,을고,삼월,뿌연,먼지,독립문,슭저놈들촌토,남기,않,발길,피하,사라지,기,세상,길손,였으나,하필,선생,환란,진정,겨레,어라,일본,제국주의,서른,하고,여섯,해,무게,나가,대추,사과,하다못해,도토리,열매,착하,엎드린,푸른,드을,어질,밀
3981,조상,위,해,영광,찬,오랜,역사,아래,행복,핀,좋,방토,위,살미,생각,공,뇨,성신,신대,황조,위,영,신저,일,삼,사,뒤,현실,케,애쓸,임,생각,건댄,맥박,자조,치,억,개,읏슥해어려움을,난,업,시,깃,븨우리힘은,적,을지나,정성,깁,흐,능,기,쉬,안,밧,흠,줄,전수,해,고와,힘쓸,일세,무궁,생각,조급,먹,말,안,그러,니라,큰,짐,질,머,짐,생각,고서,은제,던지,전진,키를,모양,세,일,구,일,년,팔월,소년,삼,년,팔,권,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3982,조,선,밤,낮,못,잊,조선,땅,고은,산천,풍부,전통,순박,인심,고요,정서,이리도,내,마음,사로잡,조선,위,일,라면,음,일,라면,일,달,행,기,뿌,뛰,몸,가벼웁,가려,아아,보,그리,웁,껴안,신신,치,않,도록,그렇게,안타까이,내,여윈,심정,채질,땅,조선,언제나,제단,일,타,꽃,노,조선,집,사랑,희망,몸,조선,어피,열지,성,노력,여긔,얼켜,진,간절,기원,속,자라,다오,내,살,깎,내피,기우,내,손톱,불,켜,서라도,아아,안타까이,기다려,초야,제찬,출전,바다,묘망,시인,춘,추사,1938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3983,조선,청년,노래,빛나,문화,반만년,역사,무궁화,피,혼,이어받,몸,정연,대오,우렁찬,구,태평양,파도,우,벋,치,젊,기백,조선,나팔,백두,정맥,라산,벋,쳐,삼천리,돋,봄,맥박,약동,발랄,의기,굳,굳,주먹,아세아,창공,울리,조성,젊,역군,조선,쇠북,용약,희망,염,염하,가슴,동서,떨쳐,떨쳐,씩씩,기상,벋,치는,큰,힘,박차,용진,명,지우,이끄,정열,젊,기초,조선,기적,뚫,어라,창,석,녹여,보,쇠,뜨,눈,조선,패자,사명감,연한,돌격,혁혁,장도,퍼지,개,젊,성벽,조선,태양,1934,년,월,일,1211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3984,조선,병,어제,오늘,보이,사람,숨결,막힌다,오래간만,만나,반가움,없이,외꽃,얼굴,선웃음,집,짓,눈보라,몰아치,겨울,맛,없이,고사리,주먹,진땀,물,굽이치,라서,하늘,에다,봉창,뚫,숨결,막힌다,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3985,조선,시,어서,상징,소월,시,초혼,중심,산산이,부서진,이름,허공,중,헤어진,이름,불러도,주인,없,이름,부르,내,죽,이름,심중,남,말,끝,끝,내,못하,사랑,사람,사랑,사람,붉,해,서산,마루,걸리,사슴,무리,슬피,운다,떨어져,앉,산,위,그대,이름,부르,설움,겹,도록,부르,설움,겹,도록,부르,부르,소리,비껴,하늘,땅,사이,너무,넓,선,자리,돌,부르,내,죽,이름,사랑,사람,사랑,사람,소월,시,초혼,전문,작품,중심,조선,시,어서,상징,자세히,말,자면,땅,시인,어서,상징,역할,독자,어서,상징,역할,이야기,고자,초혼,저작,연대,적확히,알,수,없,으나,1925,년,월,간행,12,시집,진달래꽃,독고,일련,속,볼,수,유일,사우,안서,씨,기술,진달래꽃,안,모든,작품,대개,소년기,오산,학교,중학부,시절,구상,1903,년,출생,로서,작품,스물,안팎,소산,일
3986,회피,드러가,조선,찻,마,걱구,러진,기둥,세울,인걸,활개,치,새,생명,불,던지,숨막힌,숨막힌,다공,긔,구멍,을러,십,발악,폭탄,안,고서,이러,조선,찻,십,회피,붓,어목,잘,바리,쟁투,물,드리,조선,차,저서,조선,차,저서,김창,술,조선일보,1926,2,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
